path,type,likely_timeline,likely_stage,purpose,key_evidence,release_grade_evidence,historical_or_exploratory_only,superseded,cite_in_final_paper,caveats,confidence
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_002__int8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_002__int8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_002__k8_v4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_002__k8_v4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__int4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__int4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__int8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__int8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__k8_v4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_003__k8_v4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__int4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__int4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__int8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__int8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__k8_v4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_004__k8_v4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__int4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__int4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__int8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__int8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__k8_v4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_005__k8_v4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__int4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__int4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__int8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__int8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__k8_v4_sim__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp049_kv_files/exp049_Qwen_Qwen2.5-0.5B_file_kv_storage__offline_006__k8_v4_sim__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_001__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_002__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_003__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_004__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_005__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int8__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int8__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int8__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__int8__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_boundary4_v8_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_boundary4_v8_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_boundary4_v8_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_boundary4_v8_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_sim__dl4__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_sim__dl4__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_sim__dl8__v1.meta.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,,False,True,False,False,,medium
reports/exp050_kv_files/exp050_Qwen_Qwen2.5-0.5B_file_kv_storage__drift_006__k8_v4_sim__dl8__v1.pt,unknown,V-lineage,Experiment (research arc),Unclassified tracked artifact.,,False,True,False,False,,medium
